date,merchant,amount,category,account
2026-08-26,UBER *TRIP,-12.51,transport,credit
2026-08-27,METRO TRANSIT,-2.75,transport,checking
2026-08-27,WHOLE FOODS MKT,-74.34,groceries,credit
2026-08-28,ACME PAYROLL,2841.50,income,checking
2026-08-28,METRO TRANSIT,-2.75,transport,checking
2026-08-28,BLUE BOTTLE COFFEE,-5.30,coffee,credit
2026-08-28,CHIPOTLE 1123,-15.71,dining,credit
2026-08-28,UBER *TRIP,-18.93,transport,credit
2026-08-29,PANERA BREAD #601,-23.03,dining,credit
2026-08-30,KROGER #412,-105.46,groceries,credit
2026-08-30,PANERA BREAD #601,-24.36,dining,credit
2026-08-30,STARBUCKS #2231,-5.37,coffee,credit
2026-08-31,METRO TRANSIT,-2.75,transport,checking
2026-08-31,KROGER #412,-55.90,groceries,credit
2026-08-31,STARBUCKS #2231,-5.80,coffee,credit
2026-09-01,STARBUCKS #2231,-5.16,coffee,credit
2026-09-01,UBER *TRIP,-15.70,transport,credit
2026-09-02,METRO TRANSIT,-2.75,transport,checking
2026-09-02,SHELL OIL 5741,-36.46,transport,credit
2026-09-02,STARBUCKS #2231,-7.45,coffee,credit
2026-09-03,METRO TRANSIT,-2.75,transport,checking
2026-09-03,OAKWOOD APARTMENTS,-1450.00,rent,checking
2026-09-03,APPLE.COM/BILL ICLOUD,-2.99,subscriptions,credit
2026-09-03,BLUE BOTTLE COFFEE,-7.18,coffee,credit
2026-09-04,METRO TRANSIT,-2.75,transport,checking
2026-09-04,AMAZON MKTPLACE PMTS,-15.39,shopping,credit
2026-09-04,UBER *TRIP,-28.99,transport,credit
2026-09-05,METRO TRANSIT,-2.75,transport,checking
2026-09-05,THAI SPICE,-27.64,dining,credit
2026-09-05,WHOLE FOODS MKT,-58.81,groceries,credit
2026-09-06,CHIPOTLE 1123,-20.27,dining,credit
2026-09-07,METRO TRANSIT,-2.75,transport,checking
2026-09-07,CHIPOTLE 1123,-29.13,dining,credit
2026-09-07,NETFLIX.COM,-17.99,subscriptions,credit
2026-09-08,METRO TRANSIT,-2.75,transport,checking
2026-09-08,BLUE BOTTLE COFFEE,-5.54,coffee,credit
2026-09-08,THAI SPICE,-32.61,dining,credit
2026-09-09,METRO TRANSIT,-2.75,transport,checking
2026-09-09,BLUE BOTTLE COFFEE,-5.27,coffee,credit
2026-09-09,PARAMOUNT+ SUBSCRIPTION,-12.99,subscriptions,credit
2026-09-10,ACME PAYROLL,2841.50,income,checking
2026-09-10,COMCAST CABLE COMM,-69.99,utilities,checking
2026-09-10,METRO TRANSIT,-2.75,transport,checking
2026-09-11,METRO TRANSIT,-2.75,transport,checking
2026-09-11,BLUE BOTTLE COFFEE,-5.32,coffee,credit
2026-09-11,KROGER #412,-84.84,groceries,credit
2026-09-11,PANERA BREAD #601,-15.83,dining,credit
2026-09-11,SHELL OIL 5741,-38.41,transport,credit
2026-09-12,CORNER BISTRO,-38.50,dining,credit
2026-09-12,PANERA BREAD #601,-23.93,dining,credit
2026-09-12,SPOTIFY USA,-11.99,subscriptions,credit
2026-09-12,STARBUCKS #2231,-3.94,coffee,credit
2026-09-12,UBER *TRIP,-22.12,transport,credit
2026-09-13,CORNER BISTRO,-38.50,dining,credit
2026-09-13,UBER *TRIP,-17.43,transport,credit
2026-09-14,METRO TRANSIT,-2.75,transport,checking
2026-09-14,AUDIBLE*MEMBERSHIP,-15.99,subscriptions,credit
2026-09-15,CITY POWER & LIGHT,-76.88,utilities,checking
2026-09-15,METRO TRANSIT,-2.75,transport,checking
2026-09-15,CHIPOTLE 1123,-39.79,dining,credit
2026-09-15,PANERA BREAD #601,-25.15,dining,credit
2026-09-15,STARBUCKS #2231,-5.32,coffee,credit
2026-09-16,METRO TRANSIT,-2.75,transport,checking
2026-09-17,METRO TRANSIT,-2.75,transport,checking
2026-09-17,CHIPOTLE 1123,-20.93,dining,credit
2026-09-18,METRO TRANSIT,-2.75,transport,checking
2026-09-18,HULU 877-8244858,-7.99,subscriptions,credit
2026-09-18,PANERA BREAD #601,-18.73,dining,credit
2026-09-18,WHOLE FOODS MKT,-67.07,groceries,credit
2026-09-19,TARGET T-1432,-49.92,shopping,credit
2026-09-20,METRO WATER DEPT,-37.94,utilities,checking
2026-09-20,BLUE BOTTLE COFFEE,-4.44,coffee,credit
2026-09-21,BLUE BOTTLE COFFEE,-4.76,coffee,credit
2026-09-21,CHIPOTLE 1123,-24.41,dining,credit
2026-09-21,CLOUDVAULT BACKUP,-18.02,subscriptions,credit
2026-09-21,UBER *TRIP,-12.95,transport,credit
2026-09-22,CVS/PHARMACY #0921,-14.18,health,credit
2026-09-22,NYTIMES DIGITAL,-17.00,subscriptions,credit
2026-09-23,METRO TRANSIT,-2.75,transport,checking
2026-09-23,BLUE BOTTLE COFFEE,-6.98,coffee,credit
2026-09-23,PANERA BREAD #601,-19.06,dining,credit
2026-09-23,SHELL OIL 5741,-42.68,transport,credit
2026-09-24,ACME PAYROLL,2841.50,income,checking
2026-09-24,METRO TRANSIT,-2.75,transport,checking
2026-09-24,TRADER JOE'S #551,-58.06,groceries,credit
2026-09-25,METRO TRANSIT,-2.75,transport,checking
2026-09-25,AMC THEATRES 0412,-27.08,entertainment,credit
2026-09-25,PANERA BREAD #601,-20.50,dining,credit
2026-09-25,TARGET T-1432,-45.81,shopping,credit
2026-09-26,TRADER JOE'S #551,-58.04,groceries,credit
2026-09-27,METRO TRANSIT,-2.75,transport,checking
2026-09-28,METRO TRANSIT,-2.75,transport,checking
2026-09-28,BLUE BOTTLE COFFEE,-5.99,coffee,credit
2026-09-28,UBER *TRIP,-12.75,transport,credit
2026-09-29,CHIPOTLE 1123,-16.60,dining,credit
2026-09-30,BLUE BOTTLE COFFEE,-5.66,coffee,credit
