date,merchant,amount,category,account
2026-09-01,UBER *TRIP,-16.89,transport,credit
2026-09-01,WHOLE FOODS MKT,-74.34,groceries,credit
2026-09-02,METRO TRANSIT,-2.75,transport,checking
2026-09-02,BLUE BOTTLE COFFEE,-7.01,coffee,credit
2026-09-03,METRO TRANSIT,-2.75,transport,checking
2026-09-03,OAKWOOD APARTMENTS,-1450.00,rent,checking
2026-09-03,APPLE.COM/BILL ICLOUD,-2.99,subscriptions,credit
2026-09-03,BLUE BOTTLE COFFEE,-5.61,coffee,credit
2026-09-04,METRO TRANSIT,-2.75,transport,checking
2026-09-04,AMAZON MKTPLACE PMTS,-12.56,shopping,credit
2026-09-04,BLUE BOTTLE COFFEE,-5.41,coffee,credit
2026-09-04,KROGER #412,-89.29,groceries,credit
2026-09-04,PANERA BREAD #601,-10.99,dining,credit
2026-09-05,METRO TRANSIT,-2.75,transport,checking
2026-09-05,CHIPOTLE 1123,-16.38,dining,credit
2026-09-05,SHELL OIL 5741,-38.99,transport,credit
2026-09-07,METRO TRANSIT,-2.75,transport,checking
2026-09-07,BLUE BOTTLE COFFEE,-6.32,coffee,credit
2026-09-07,NETFLIX.COM,-17.99,subscriptions,credit
2026-09-08,METRO TRANSIT,-2.75,transport,checking
2026-09-08,AMAZON MKTPLACE PMTS,-48.29,shopping,credit
2026-09-08,STARBUCKS #2231,-5.53,coffee,credit
2026-09-08,THAI SPICE,-38.37,dining,credit
2026-09-09,METRO TRANSIT,-2.75,transport,checking
2026-09-09,PANERA BREAD #601,-34.82,dining,credit
2026-09-09,PARAMOUNT+ SUBSCRIPTION,-12.99,subscriptions,credit
2026-09-10,COMCAST CABLE COMM,-69.99,utilities,checking
2026-09-10,METRO TRANSIT,-2.75,transport,checking
2026-09-10,TRADER JOE'S #551,-60.95,groceries,credit
2026-09-11,ACME PAYROLL,2841.50,income,checking
2026-09-11,UBER *TRIP,-9.57,transport,credit
2026-09-12,METRO TRANSIT,-2.75,transport,checking
2026-09-12,CORNER BISTRO,-38.50,dining,credit
2026-09-12,CVS/PHARMACY #0921,-17.50,health,credit
2026-09-12,SPOTIFY USA,-11.99,subscriptions,credit
2026-09-12,WHOLE FOODS MKT,-47.56,groceries,credit
2026-09-13,CHIPOTLE 1123,-20.91,dining,credit
2026-09-13,CORNER BISTRO,-38.50,dining,credit
2026-09-13,STARBUCKS #2231,-5.41,coffee,credit
2026-09-14,METRO TRANSIT,-2.75,transport,checking
2026-09-14,AUDIBLE*MEMBERSHIP,-15.99,subscriptions,credit
2026-09-15,CITY POWER & LIGHT,-84.96,utilities,checking
2026-09-15,METRO TRANSIT,-2.75,transport,checking
2026-09-15,TARGET T-1432,-32.12,shopping,credit
2026-09-15,THAI SPICE,-19.12,dining,credit
2026-09-16,METRO TRANSIT,-2.75,transport,checking
2026-09-16,BLUE BOTTLE COFFEE,-4.70,coffee,credit
2026-09-16,SHELL OIL 5741,-39.87,transport,credit
2026-09-16,UBER *TRIP,-18.37,transport,credit
2026-09-17,METRO TRANSIT,-2.75,transport,checking
2026-09-17,UBER *TRIP,-21.22,transport,credit
2026-09-17,WHOLE FOODS MKT,-67.90,groceries,credit
2026-09-18,CHIPOTLE 1123,-14.88,dining,credit
2026-09-18,HULU 877-8244858,-7.99,subscriptions,credit
2026-09-19,METRO TRANSIT,-2.75,transport,checking
2026-09-19,THAI SPICE,-23.29,dining,credit
2026-09-20,METRO WATER DEPT,-37.18,utilities,checking
2026-09-20,STARBUCKS #2231,-6.49,coffee,credit
2026-09-21,METRO TRANSIT,-2.75,transport,checking
2026-09-21,CLOUDVAULT BACKUP,-18.02,subscriptions,credit
2026-09-22,METRO TRANSIT,-2.75,transport,checking
2026-09-22,NYTIMES DIGITAL,-17.00,subscriptions,credit
2026-09-23,METRO TRANSIT,-2.75,transport,checking
2026-09-23,BLUE BOTTLE COFFEE,-5.90,coffee,credit
2026-09-23,THAI SPICE,-21.33,dining,credit
2026-09-23,UBER *TRIP,-19.17,transport,credit
2026-09-24,METRO TRANSIT,-2.75,transport,checking
2026-09-24,BLUE BOTTLE COFFEE,-5.69,coffee,credit
2026-09-24,UBER *TRIP,-14.53,transport,credit
2026-09-25,ACME PAYROLL,2841.50,income,checking
2026-09-25,METRO TRANSIT,-2.75,transport,checking
2026-09-25,KROGER #412,-59.40,groceries,credit
2026-09-25,THAI SPICE,-13.76,dining,credit
2026-09-27,SHELL OIL 5741,-47.84,transport,credit
2026-09-28,BLUE BOTTLE COFFEE,-5.78,coffee,credit
2026-09-29,METRO TRANSIT,-2.75,transport,checking
2026-09-29,THAI SPICE,-23.54,dining,credit
2026-09-30,METRO TRANSIT,-2.75,transport,checking
